id_venda,id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_compra,data_venda
191,6358,"Maria Luiza Pimenta",29/12/1949,712460834,837.045.216-71,"Conjunto Andrade, 295",940,14,Lagoinha,"da Rosa da Mata",RS,42653202,"61 4274 0748",P001,Notebook,10,3500.0,"Cartão de Crédito",L002,"Loja Shopping",V003,"João Souza",17/03/2025,17/03/2025
192,8259,"Dra. Sara Aparecida",13/02/1962,710563243,195.048.362-24,"Lagoa Cirino, 30",531,57,"Vila Pilar",Barbosa,PR,16378009,"+55 (061) 8012 2316",P007,"Caixa de Som",9,190.0,Dinheiro,L002,"Loja Shopping",V007,"Mackenzie Nogueira",28/08/2025,28/08/2025
193,1651,"Emanuelly Moraes",11/09/1950,85261374X,270.694.381-50,"Conjunto de da Rosa, 258",515,29,"Funcionários",Azevedo,SP,44341520,"51 9301 0365",P006,"Smart Watch",3,250.0,Dinheiro,L003,"Loja Bairro",V005,"Barone Mendes",28/01/2025,28/01/2025
194,4136,"Gabrielly Pimenta",13/03/1952,56318047X,378.942.501-04,"Sítio de Dias, 75",950,92,Belmonte,"da Rosa",PR,11185569,"+55 84 4767-9287",P009,"Mouse Bluetooth",8,80.0,PIX,L001,"Loja Centro",V002,"Maria Oliveira",23/10/2024,23/10/2024
195,2008,"Júlia Abreu",17/12/1946,347862159,879.246.105-02,"Vereda Catarina Pimenta",328,22,Palmeiras,"Câmara",RS,30427992,"+55 (084) 4831-4536",P003,"Fone Bluetooth",5,300.0,"Cartão de Crédito",L001,"Loja Centro",V001,"Carlos Silva",20/05/2025,20/05/2025
196,7770,"João Vitor Guerra",26/10/1961,167284538,601.234.789-87,"Loteamento de Macedo, 5",628,40,"Caiçara - Adelaide",Macedo,SP,74430354,"0500 944 5532",P008,"Mouse com fio",7,45.0,"Cartão de Débito",L002,"Loja Shopping",V003,"João Souza",13/04/2025,13/04/2025
197,4110,"Thiago Fernandes",27/12/1959,753140688,264.105.783-26,"Recanto Kaique Pires, 89",160,252,"Vila Da Amizade","Azevedo de Cavalcanti",MG,44448735,"+55 (021) 3996-9556",P003,"Fone Bluetooth",2,300.0,PIX,L002,"Loja Shopping",V007,"Mackenzie Nogueira",31/01/2025,31/01/2025
198,8678,"Dr. Enrico Caldeira",09/12/1987,327608158,460.719.852-85,"Fazenda Matheus Azevedo, 85",14,50,"Novo Ouro Preto",Sampaio,SP,36948253,"+55 (051) 1945 7988",P004,Monitor,2,1200.0,"Cartão de Débito",L002,"Loja Shopping",V004,"Antonio Souza",31/07/2025,31/07/2025
199,5759,"João Guilherme Ramos",05/04/1962,026754137,491.028.356-06,"Rua Fogaça, 68",443,50,"Rio Branco",Azevedo,RS,66336287,0300-583-1126,P009,"Mouse Bluetooth",6,80.0,Boleto,L003,"Loja Bairro",V005,"Barone Mendes",07/01/2025,07/01/2025
200,8721,"Antony Borges",30/10/1979,067823154,395.072.684-56,"Viaduto Rezende, 7",652,652,"Monte São José",Moreira,RS,42181306,"+55 (061) 2948 3583",P007,"Caixa de Som",1,190.0,Dinheiro,L003,"Loja Bairro",V006,"Thiago Curse",05/07/2025,05/07/2025
