id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_venda,data_compra,status_venda,observacoes
96,Pedro Miguel Casa Grande,09/06/1968,1609383,2456137906,"Viela da Paz, 37",1,nan,Confisco,Sao Paulo,SP,65750048,558456386347,P004,Monitor,4,950.0,Dinheiro,L003,Loja Bairro,V006,Thiago Costa,09/01/2025,09/01/2025,CONCLUIDA,
97,Luiz Henrique Alves,02/01/1956,8265018,94283760196,"Jardim de Porto, 820",75,nan,Vila Santa Monica 1a Secao,Sao Paulo,SP,25703825,5508163419791,P001,Notebook,3,3500.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,15/02/2025,15/02/2025,CONCLUIDA,
98,Rafael da Rocha,03/02/1965,3069996,4627351844,"Residencial Fernandes, 2",293,nan,Mirtes,Sao Paulo,SP,49015904,5501187778456,P002,Smartphone,3,2500.0,Cartao Credito,L001,Loja Centro,V002,Maria Oliveira,02/12/2023,02/12/2023,CONCLUIDA,
99,Igor Peixoto,22/02/1981,1101731,92407635892,"Vereda Sousa, 76",98,nan,Vila Vista Alegre,Sao Paulo,SP,49600491,8001565808,P001,Notebook,1,3500.0,Dinheiro,L002,Loja Shopping,V004,Antonio Santos,18/05/2024,18/05/2024,CONCLUIDA,
100,Isabela Almeida,30/06/2007,1105178,84537219041,"Via Antony Andrade, 51",6,nan,Ermelinda,Sao Paulo,SP,89170249,4115580177,P006,Caixa de Som,4,200.0,Pix,L002,Loja Shopping,V004,Antonio Santos,21/02/2024,21/02/2024,CONCLUIDA,
101,Sabrina Jesus,07/07/2007,6065795,14078392504,"Area de Rios, 673",82,nan,Nova Esperanca,Sao Paulo,SP,88801902,551149925327,P008,Impressora,3,600.0,Cartao Credito,L003,Loja Bairro,V006,Thiago Costa,26/05/2024,26/05/2024,CONCLUIDA,
102,Benicio da Paz,26/01/2006,8761834,64581397057,Avenida Joao Gabriel da Rosa,39,nan,Lagoinha,Sao Paulo,SP,75518754,1107806112,P003,Tablet,2,1800.0,Boleto,L003,Loja Bairro,V005,Barone Mendes,10/05/2024,10/05/2024,CONCLUIDA,
103,Isabella Mendes,05/01/1997,4137146,53417026970,"Area Isadora Jesus, 83",61,nan,Nossa Senhora Do Rosario,Sao Paulo,SP,69708604,4186530785,P008,Impressora,5,600.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,30/11/2024,30/11/2024,CONCLUIDA,
104,Rael Azevedo,14/05/1996,2036596,34687921582,"Nucleo de Oliveira, 16",961,nan,Vila Primeiro De Maio,Sao Paulo,SP,37625572,8191981771,P003,Tablet,3,1800.0,Cartao Credito,L001,Loja Centro,V001,Carlos Silva,07/07/2025,07/07/2025,CONCLUIDA,
105,Ana Laura Correia,26/01/1968,7287747,68592037492,"Trecho de Sales, 97",15,nan,Nossa Senhora De Fatima,Sao Paulo,SP,68203370,5008473999,P001,Notebook,3,3500.0,Cartao Debito,L002,Loja Shopping,V007,Mackenzie Nogueira,31/07/2024,31/07/2024,CONCLUIDA,
106,Lorena Nunes,22/05/2005,3764548,71342560817,"Area Laura Melo, 68",24,nan,Paulo Vi,Sao Paulo,SP,69009810,5508408803967,P006,Caixa de Som,2,200.0,Cartao Credito,L002,Loja Shopping,V003,Joao Souza,07/11/2023,07/11/2023,CONCLUIDA,
107,Ana Julia Porto,23/03/2000,5515302,5267193461,"Parque Hadassa Fonseca, 94",53,nan,Baleia,Sao Paulo,SP,25186249,5503116038453,P006,Caixa de Som,4,200.0,Dinheiro,L003,Loja Bairro,V006,Thiago Costa,14/10/2025,14/10/2025,CONCLUIDA,
108,Caleb Abreu,29/11/1961,9511788,16845923051,"Ladeira Murilo Dias, 50",66,nan,Vila Da Luz,Sao Paulo,SP,47442024,557174679637,P003,Tablet,3,1800.0,Dinheiro,L001,Loja Centro,V002,Maria Oliveira,02/04/2024,02/04/2024,CONCLUIDA,
109,Amanda Garcia,25/11/1977,2320133,7195284611,"Colonia Caleb da Cunha, 849",4,nan,Aparecida,Sao Paulo,SP,12306095,7155508060,P007,Mouse,4,80.0,Pix,L001,Loja Centro,V001,Carlos Silva,25/03/2025,25/03/2025,CONCLUIDA,
110,Marcela Sa,15/08/2001,9219864,52431769828,"Ladeira de da Rocha, 77",83,nan,Sao Bento,Sao Paulo,SP,52868838,553149773108,P006,Caixa de Som,3,200.0,Cartao Credito,L003,Loja Bairro,V006,Thiago Costa,19/07/2024,19/07/2024,CONCLUIDA,
111,Maria Vitoria da Conceicao,24/03/1986,1040240,18976540301,"Sitio Nascimento, 94",54,nan,Vila Antena Montanhes,Sao Paulo,SP,20330859,557152838301,P007,Mouse,5,80.0,Cartao Debito,L002,Loja Shopping,V004,Antonio Santos,21/04/2024,21/04/2024,CONCLUIDA,
112,Lorena Camargo,13/07/1986,4786363,90537816410,"Avenida Thiago Oliveira, 2",7,nan,XangriLa,Sao Paulo,SP,51611274,8415314965,P005,Teclado,2,150.0,Pix,L003,Loja Bairro,V005,Barone Mendes,21/07/2025,21/07/2025,CONCLUIDA,
113,Jose Barros,28/03/1996,6279361,32876945100,"Avenida Aparecida, 769",9,nan,Vila Primeiro De Maio,Sao Paulo,SP,22744527,3006892347,P002,Smartphone,1,2500.0,Cartao Debito,L002,Loja Shopping,V007,Mackenzie Nogueira,16/03/2025,16/03/2025,CONCLUIDA,
114,Gael Oliveira,17/11/1992,9574110,39150264761,"Estrada de Camara, 80",3,nan,Vila Da Paz,Sao Paulo,SP,26619686,5506184616320,P001,Notebook,3,3500.0,Pix,L003,Loja Bairro,V006,Thiago Costa,25/04/2024,25/04/2024,CONCLUIDA,
115,Maya Costa,22/09/2004,9979472,63597148093,"Nucleo de Camara, 4",56,nan,Vila Cloris,Sao Paulo,SP,02459515,5505164982092,P006,Caixa de Som,4,200.0,Boleto,L001,Loja Centro,V002,Maria Oliveira,29/08/2025,29/08/2025,CONCLUIDA,
116,Olivia Pimenta,11/05/1991,3056898,68491537066,"Travessa Vitor Hugo Sales, 958",81,nan,Barroca,Sao Paulo,SP,31926349,7177451716,P004,Monitor,3,950.0,Cartao Debito,L002,Loja Shopping,V004,Antonio Santos,11/03/2024,11/03/2024,CONCLUIDA,
117,Eduarda Sousa,12/12/1983,3345462,42961703840,"Viaduto Pinto, 46",81,nan,Vitoria,Sao Paulo,SP,18416509,3189162343,P008,Impressora,2,600.0,Cartao Debito,L003,Loja Bairro,V006,Thiago Costa,11/10/2025,11/10/2025,CONCLUIDA,
118,Leticia Sampaio,16/04/1955,9907086,56127493846,"Fazenda de Marques, 57",60,nan,Barroca,Sao Paulo,SP,27550637,6110297646,P006,Caixa de Som,2,200.0,Pix,L001,Loja Centro,V002,Maria Oliveira,19/10/2024,19/10/2024,CONCLUIDA,
119,Otto Dias,09/06/1994,4026380,82376519012,"Morro de Aparecida, 97",400,nan,Santa Rosa,Sao Paulo,SP,28994786,1180298884,P007,Mouse,3,80.0,Cartao Debito,L001,Loja Centro,V001,Carlos Silva,28/03/2025,28/03/2025,CONCLUIDA,
120,Maria Sophia Rezende,15/02/1962,9771588,30261589768,"Favela Campos, 973",87,nan,Vila Esplanada,Sao Paulo,SP,66903967,9008692108,P006,Caixa de Som,4,200.0,Cartao Debito,L003,Loja Bairro,V005,Barone Mendes,18/11/2023,18/11/2023,CONCLUIDA,
101,Manuela Rezende,10/03/1997,5062754,60125738986,Distrito de da Costa,35,nan,Estoril,Sao Paulo,SP,85661902,558163303680,P008,Impressora,2,600.0,Dinheiro,L002,Loja Shopping,V007,Mackenzie Nogueira,04/11/2024,04/11/2024,CONCLUIDA,
102,Theodoro Vasconcelos,16/12/1966,7896189,50926341898,"Setor Nicolas da Paz, 73",91,nan,Sao Gabriel,Sao Paulo,SP,59882225,7178258486,P007,Mouse,2,80.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,17/06/2024,17/06/2024,CONCLUIDA,
103,Nicole Oliveira,07/06/1969,3641075,90453176216,"Morro Stella Sales, 50",193,nan,Havai,Sao Paulo,SP,84580438,5506184949301,P001,Notebook,3,3500.0,Dinheiro,L002,Loja Shopping,V007,Mackenzie Nogueira,04/02/2024,04/02/2024,CONCLUIDA,
104,Joao Miguel das Neves,05/06/1971,5224051,41623079896,"Vale de Viana, 88",441,nan,Santa Efigenia,Sao Paulo,SP,10300673,6197048652,P005,Teclado,4,150.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,16/10/2024,16/10/2024,CONCLUIDA,
105,Theo Santos,26/02/1959,9932879,31054672970,"Praia de Fogaca, 745",91,nan,Lindeia,Sao Paulo,SP,50417790,5506183493306,P004,Monitor,4,950.0,Cartao Debito,L002,Loja Shopping,V007,Mackenzie Nogueira,05/08/2024,05/08/2024,CONCLUIDA,
