id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_venda,data_compra,status_venda,observacoes
7569,Maria Nogueira,17/08/1988,035814676,582.746.039-74,"Núcleo de da Rocha, 4",124,30,Santo Antônio,Pimenta de Moraes,PR,83849565,+55 81 6159 4490,P005,Teclado Mecanico,1,450.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,11/07/2025,11/07/2025,CONCLUIDA,
3619,Sr. Davi Miguel Fonseca,24/06/1976,037524811,248.017.569-30,Chácara de Mendonça,55,21,Barão Homem De Melo 2ª Seção,da Mata Paulista,SP,59775329,(051) 6421 9324,P005,Teclado Mecanico,3,450.0,PIX,L003,Loja Bairro,V006,Thiago Curse,28/01/2025,28/01/2025,CONCLUIDA,
4769,Antonella Azevedo,12/11/1984,241857636,932.451.078-97,"Aeroporto de Siqueira, 34",550,696,Cenaculo,Aparecida Alegre,PR,69924655,+55 41 9750 5184,P004,Monitor,4,1200.0,Cartão de Débito,L003,Loja Bairro,V005,Barone Mendes,21/11/2024,21/11/2024,CONCLUIDA,
8482,Caio Oliveira,22/09/1998,610325875,831.205.769-21,Lagoa de da Costa,877,110,Vila Copacabana,da Paz,PR,27827007,84 1835 5669,P005,Teclado Mecanico,9,450.0,Dinheiro,L001,Loja Centro,V001,Carlos Silva,02/04/2025,02/04/2025,CONCLUIDA,
4672,Danilo Pacheco,14/06/1996,276135842,965.142.738-82,"Aeroporto Lucas Macedo, 96",446,939,Lajedo,Oliveira da Praia,RS,63463192,+55 (041) 1361-9588,P004,Monitor,6,1200.0,Boleto,L003,Loja Bairro,V006,Thiago Curse,08/11/2024,08/11/2024,CONCLUIDA,
7780,Ana Liz Castro,24/09/1949,607153428,490.178.532-04,"Praça Julia Borges, 2",707,81,Concórdia,Albuquerque da Praia,SP,44074878,11 6019-1405,P005,Teclado Mecanico,5,450.0,PIX,L003,Loja Bairro,V006,Thiago Curse,09/08/2025,09/08/2025,CONCLUIDA,
7525,Matheus Rocha,28/05/1991,738120467,614.985.302-06,"Trevo Gomes, 50",290,61,Pompéia,Dias,RJ,48545206,+55 (021) 2405 5701,P002,Smartphone,2,2500.0,Cartão de Crédito,L002,Loja Shopping,V003,João Souza,24/12/2024,24/12/2024,CONCLUIDA,
3506,José Pedro Carvalho,14/03/1967,043612787,834.592.761-00,Esplanada de Freitas,947,8,São Geraldo,Garcia,SP,46604771,(051) 4774 3081,P003,Fone Bluetooth,10,300.0,Cartão de Crédito,L002,Loja Shopping,V007,Mackenzie Nogueira,24/05/2025,24/05/2025,CONCLUIDA,
3947,Stella Moura,13/02/1967,203154873,428.350.967-10,Fazenda Câmara,519,50,Vila União,Cavalcante,MG,12346326,+55 (021) 6669 1907,P008,Mouse com fio,5,45.0,Cartão de Débito,L001,Loja Centro,V001,Carlos Silva,14/11/2024,14/11/2024,CONCLUIDA,
6587,Davi Lucca Brito,29/04/1969,862350748,910.538.726-40,Sítio Leão,560,92,Novo Ouro Preto,Costa,SP,50604256,41 9461 3663,P002,Smartphone,3,2500.0,Boleto,L002,Loja Shopping,V007,Mackenzie Nogueira,18/11/2024,18/11/2024,CONCLUIDA,
9607,Vinicius Cirino,11/10/1995,301745869,378.645.120-62,"Vale Natália Pinto, 62",728,38,Vila São Rafael,Pacheco,MG,36201296,71 6596-7980,P004,Monitor,9,1200.0,Cartão de Débito,L002,Loja Shopping,V007,Mackenzie Nogueira,28/07/2025,28/07/2025,CONCLUIDA,
5946,Dr. Henry Monteiro,30/10/1994,084617238,073.849.126-87,Quadra de Duarte,723,760,Taquaril,da Luz do Norte,RS,90221519,(021) 8977 1287,P004,Monitor,6,1200.0,PIX,L001,Loja Centro,V002,Maria Oliveira,25/02/2025,25/02/2025,CONCLUIDA,
